tile_filename,source_product,tile_x,tile_y,center_lat,center_lon,std_dev,prox_score,mean_pixel,std_norm,priority_score
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x10880_y02560.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,10880,2560,-70.581132,22.847484,54.73,0.0,90.44,0.1973872401287224,0.079
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x11520_y02560.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,11520,2560,-70.581004,22.863151,84.418,0.0,57.09,0.5765055932982582,0.2306
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x00000_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,0,3200,-70.588429,22.582497,59.319,0.0,45.4,0.25598917096592944,0.1024
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x00640_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,640,3200,-70.588324,22.598052,56.408,0.0,56.77,0.2188154466976554,0.0875
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x01280_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,1280,3200,-70.588217,22.613613,62.767,0.0,44.61,0.3000204321397559,0.12
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x01920_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,1920,3200,-70.588109,22.629182,65.366,0.0,31.23,0.3332098891556418,0.1333
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x02560_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,2560,3200,-70.588,22.644757,60.061,0.0,37.3,0.2654645757776983,0.1062
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x03200_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,3200,3200,-70.587889,22.66034,67.588,0.0,30.61,0.3615850232415589,0.1446
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x03840_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,3840,3200,-70.587777,22.675929,62.383,0.0,37.03,0.29511671859835525,0.118
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x04480_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,4480,3200,-70.587664,22.691524,65.26,0.0,25.27,0.3318562598968178,0.1327
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x05760_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,5760,3200,-70.587433,22.722736,63.707,0.0,20.79,0.31202431424630944,0.1248
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x07680_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,7680,3200,-70.587077,22.769606,65.222,0.0,45.32,0.3313709965776165,0.1325
ch2_ohr_ncp_20190906T2241285714_d_img_gds_x08320_y03200.png,ch2_ohr_ncp_20190906T2241285714_d_img_gds,8320,3200,-70.586955,22.785243,59.897,0.0,75.89,0.2633702814527251,0.1053
